gf_name,topology,T,eta,maxbond,error_l1,mem_bytes
gf,CTTN,100.0,5.0,35,0.0016611055150771137,383832
gf,QTT_Int,100.0,5.0,35,1.0643165814235004e-5,217232
gf,ITTN,100.0,5.0,35,8.130201362603644e-19,197648
gf,QTT_Seq,100.0,5.0,40,0.0031172440297399825,546072
gf,BTTN,100.0,5.0,40,0.0028756801078391164,413128
gf,CTTN,100.0,5.0,40,0.003209373170053708,347224
gf,QTT_Int,100.0,5.0,40,1.7340922629523216e-10,217232
gf,ITTN,100.0,5.0,40,8.604651057549284e-19,197648
gf,QTT_Seq,100.0,5.0,45,0.004267042144093774,621784
gf,BTTN,100.0,5.0,45,0.002791326013669004,429768
gf,CTTN,100.0,5.0,45,0.003695354175966222,343064
gf,QTT_Int,100.0,5.0,45,0.00011943741770059692,217232
gf,ITTN,100.0,5.0,45,1.0658133654848747e-18,197648
gf,QTT_Seq,100.0,5.0,50,0.0010783415115905156,684984
gf,BTTN,100.0,5.0,50,0.0017542911088389657,433928
gf,CTTN,100.0,5.0,50,0.004453175905421761,377176
gf,QTT_Int,100.0,5.0,50,2.8317186151586215e-8,217232
gf,ITTN,100.0,5.0,50,8.289214034246563e-19,197648
gf,QTT_Seq,100.0,5.0,55,0.0033350870060986303,647544
gf,BTTN,100.0,5.0,55,0.0027690593924609005,455560
gf,CTTN,100.0,5.0,55,0.0043841993901149335,345560
gf,QTT_Int,100.0,5.0,55,1.5436991132802004e-7,217232
gf,ITTN,100.0,5.0,55,1.919318637319054e-18,197648
gf,QTT_Seq,100.0,5.0,60,0.005236895166544151,796472
gf,BTTN,100.0,5.0,60,0.0022731819227678135,464712
gf,CTTN,100.0,5.0,60,0.003776439331651156,340568
gf,QTT_Int,100.0,5.0,60,4.955553172325353e-7,217232
gf,ITTN,100.0,5.0,60,8.919110799302487e-19,197648
gf,QTT_Seq,100.0,10.0,5,0.0011383366732403296,261328
gf,BTTN,100.0,10.0,5,0.001612735153684474,229920
gf,CTTN,100.0,10.0,5,0.0022031683630292873,260496
gf,QTT_Int,100.0,10.0,5,7.216033921066089e-6,213904
gf,ITTN,100.0,10.0,5,5.505698549477545e-19,197648
gf,QTT_Seq,100.0,10.0,10,0.002652282593663108,388824
gf,BTTN,100.0,10.0,10,0.0018300938286867749,269224
gf,CTTN,100.0,10.0,10,0.0011502514160072756,338904
gf,QTT_Int,100.0,10.0,10,1.4177490101479787e-5,213904
